,vin,back_legroom,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,franchise_dealer,front_legroom,fuel_tank_volume,height,highway_fuel_economy,horsepower,is_new,latitude,length,longitude,mileage,savings_amount,seller_rating,wheelbase,width,year,price,max_torque,torque_rpm,horsepower_rpm,seating_capacity,engine_displacement_liters,cylinders,body_type_Hatchback,body_type_Pickup Truck,body_type_SUV / Crossover,body_type_Sedan,body_type_other,city_Bohemia,city_East Hartford,city_Stamford,city_West Nyack,city_other,engine_type_I4 Hybrid,engine_type_I6,engine_type_V6,engine_type_V8,engine_type_other,exterior_color_Blue,exterior_color_Gray,exterior_color_Summit White,exterior_color_White,exterior_color_other,fuel_type_Electric,fuel_type_Flex Fuel Vehicle,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_other,interior_color_Black (Ebony),interior_color_Gray,interior_color_Jet Black,interior_color_None,interior_color_other,listed_date_03-09-20,listed_date_05-09-20,listed_date_20-08-20,listed_date_27-08-20,listed_date_other,listing_color_GRAY,listing_color_SILVER,listing_color_UNKNOWN,listing_color_WHITE,listing_color_other,make_name_Ford,make_name_Hyundai,make_name_Jeep,make_name_Kia,make_name_other,maximum_seating_5 seats,maximum_seating_6 seats,maximum_seating_7 seats,maximum_seating_8 seats,maximum_seating_other,model_name_Equinox,model_name_Grand Cherokee,model_name_Sonata,model_name_Tucson,model_name_other,power_other,torque_267 lb-ft @ 267 RPM,torque_other,transmission_CVT,transmission_Dual Clutch,transmission_M,transmission_display_6-Speed Automatic Overdrive,transmission_display_8-Speed Automatic,transmission_display_Automatic,transmission_display_Continuously Variable Transmission,transmission_display_other,wheel_system_4X2,wheel_system_AWD,wheel_system_FWD,wheel_system_RWD
929,5NPEF4JA0LH001739,0.7326315789473683,0.14529914529914528,0.38108882521489973,0.2086120834282637,0.25,True,0.33012820512820523,0.17692307692307693,0.15191986644407351,0.22018348623853212,0.15716272600834494,True,0.9305388681349774,0.35486018641810935,0.5690903815941446,3.0381746646614713e-05,0.0,0.65789473675,0.24824355971896966,0.18858560794044665,0.9767441860465098,10.27646390360756,0.12427409988385597,0.6031746031746031,0.6962025316455697,0.23076923076923078,0.25,0.1111111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
930,1C4RJFBG3LC444705,0.8126315789473685,0.06837606837606837,0.010028653295128939,0.10741285391769019,0.43333333333333346,True,0.14423076923076936,0.4,0.358931552587646,0.11009174311926606,0.301808066759388,True,0.958357766450835,0.3342210386151798,0.6400282459588024,0.0,0.0,0.8444444444999999,0.28220140515222486,0.4764267990074438,0.9767441860465098,10.513687812275148,0.21602787456445993,0.6031746031746031,0.7341772151898736,0.23076923076923078,0.43333333333333346,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
931,ZACCJBBH9FPC17624,0.7389473684210527,0.11965811965811965,0.034383954154727794,0.22335908535448729,0.23333333333333336,True,0.17307692307692332,0.09487179487179484,0.312186978297162,0.1651376146788991,0.14186369958275383,False,0.9158625949816085,0.17976031957390148,0.6069541988493599,0.1474183110787039,0.12030310132020938,0.6119402985,0.12412177985948494,0.34739454094292777,0.860465116279066,9.466841326944389,0.1173054587688734,0.5873015873015873,0.7341772151898736,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
932,KNDMB5C12M6663201,0.8652631578947368,0.06837606837606837,0.07593123209169055,0.22356620616805783,0.3833333333333334,True,0.16346153846153852,0.31025641025641026,0.345575959933222,0.10091743119266056,0.2753824756606398,True,0.9169123647293765,0.411451398135819,0.615340402121731,1.8229047987968828e-05,0.0,0.661764706,0.3501170960187355,0.5880893300248138,1.0,10.316259235826731,0.20209059233449478,0.7936507936507936,0.6835443037974684,0.46153846153846156,0.3833333333333334,0.3333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
933,1G1ZB5ST0LF148732,0.8021052631578948,0.1623931623931624,0.010028653295128939,0.22335908535448729,0.08333333333333336,True,0.1826923076923079,0.17435897435897438,0.1686143572621035,0.21100917431192662,0.1140472878998609,True,0.9158625949816085,0.3635153129161117,0.6069541988493599,0.078940892311899,0.0,0.6119402985,0.24355971896955514,0.18362282878411906,0.9767441860465098,9.938806432660483,0.12775842044134728,0.36507936507936506,0.6455696202531647,0.23076923076923078,0.08333333333333336,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
934,1C4RJFBG7HC901829,0.8126315789473685,0.06837606837606837,0.024355300859598854,0.19879455686501937,0.3333333333333334,True,0.14423076923076936,0.4,0.358931552587646,0.11009174311926606,0.39221140472879,False,0.9350947048137684,0.3342210386151798,0.5726430225365531,0.14160932111987118,0.16709632059995314,0.9090909089999999,0.2833723653395786,0.4764267990074438,0.9069767441860463,10.274878680310541,0.3670150987224158,0.6428571428571429,0.5759493670886077,0.23076923076923078,0.3333333333333334,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
935,5UXWX9C38H0W69630,0.7684210526315789,0.09401709401709402,0.26647564469914037,0.2091713096249042,0.16666666666666669,False,0.13141025641025658,0.22307692307692303,0.3055091819699498,0.13761467889908258,0.2253129346314325,False,0.9176709873986625,0.292942743009321,0.5813302970752294,0.12933509547463884,0.6001093664557458,0.5865384615,0.2341920374707261,0.4119106699751862,0.9069767441860463,9.918129829272997,0.21602787456445993,0.1984126984126984,0.5569620253164558,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
936,KM8J3CAL9MU296426,0.8042105263157895,0.09401709401709402,0.04154727793696275,0.2086120834282637,0.23333333333333336,True,0.1826923076923079,0.1897435897435897,0.2871452420701168,0.11926605504587157,0.14325452016689846,True,0.9305388681349774,0.24500665778961395,0.5690903815941446,3.0381746646614713e-05,0.0,0.65789473675,0.16978922716627645,0.17866004962779147,1.0,10.202146656326484,0.1173054587688734,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
937,ZN661YUAXJX299352,0.7999999999999999,0.0341880341880342,0.2492836676217765,0.2091713096249042,0.3333333333333334,False,0.1826923076923079,0.31025641025641026,0.3055091819699498,0.05504587155963303,0.4812239221140473,False,0.9176709873986625,0.38215712383488687,0.5813302970752294,0.10173935499551869,0.08608702445121476,0.5865384615,0.3243559718969556,0.4813895781637716,0.9302325581395365,10.778852117797637,0.41114982578397213,0.6825396825396826,0.6518987341772152,0.23076923076923078,0.3333333333333334,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
938,KM8J3CALXLU280976,0.8042105263157895,0.09401709401709402,0.10028653295128939,0.2086120834282637,0.23333333333333336,True,0.1826923076923079,0.1897435897435897,0.2871452420701168,0.11926605504587157,0.14325452016689846,True,0.9305388681349774,0.24500665778961395,0.5690903815941446,3.0381746646614713e-05,0.0,0.65789473675,0.16978922716627645,0.17866004962779147,0.9767441860465098,10.342709757442426,0.1173054587688734,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
939,5UXWX9C36H0W72171,0.7684210526315789,0.09401709401709402,0.08022922636103151,0.9796193119446573,0.16666666666666669,False,0.13141025641025658,0.22307692307692303,0.3055091819699498,0.13761467889908258,0.2253129346314325,False,0.9852622169004729,0.292942743009321,0.058374981525172814,0.15538136687478163,0.01890477306460433,0.78125,0.2341920374707261,0.4119106699751862,0.9069767441860463,10.203406942652387,0.21602787456445993,0.1984126984126984,0.5569620253164558,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
940,1G1FA1RS3H0183903,0.6294736842105263,0.05128205128205128,0.13753581661891118,0.22335908535448729,0.43333333333333346,True,0.25961538461538475,0.2564102564102564,0.08848080133555936,0.13761467889908258,0.3574408901251739,False,0.9158625949816085,0.3242343541944075,0.6069541988493599,0.05051269197466162,0.13538004843371615,0.6119402985,0.23536299765807983,0.22580645161290325,0.9069767441860463,10.032715950543913,0.24390243902439024,0.8095238095238095,0.7848101265822786,0.15384615384615385,0.43333333333333346,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
941,1C6RR7FG7LS122042,0.7305263157894737,0.05128205128205128,0.30945558739255014,0.10741285391769019,0.43333333333333346,True,0.1666666666666667,0.4358974358974359,0.4991652754590985,0.09174311926605505,0.4408901251738526,True,0.958357766450835,0.5952063914780292,0.6400282459588024,3.6458095975937656e-05,0.0,0.8444444444999999,0.5843091334894616,0.3424317617866006,0.9767441860465098,10.384647468346362,0.39024390243902435,0.5952380952380952,0.6329113924050633,0.3076923076923077,0.43333333333333346,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
942,YV4A22RK5M1681817,0.7999999999999999,0.08547008547008546,0.045845272206303724,0.22412543236469834,0.16666666666666669,True,0.1826923076923079,0.2512820512820513,0.2921535893155258,0.12844036697247707,0.33101529902642557,True,0.9197705268941988,0.299600532623169,0.5976812038471431,9.114523993984414e-06,0.0,0.7884615385,0.259953161592506,0.4392059553349874,1.0,10.906139450058326,0.25667828106852497,0.31746031746031744,0.6455696202531647,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
943,SALWR2RY1LA745996,0.7789473684210526,0.09401709401709402,0.007163323782234957,0.0,0.16666666666666669,True,0.1185897435897438,0.38717948717948725,0.38731218697829717,0.13761467889908258,0.44506258692628653,True,0.0018493990478259947,0.34953395472703064,1.0,3.3419921311276184e-05,0.0,0.5,0.2868852459016394,0.5409429280397022,0.9767441860465098,11.450890474050695,0.46225319396051107,0.20634920634920634,0.6202531645569621,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
944,1C4RJFCG5LC434465,0.8126315789473685,0.06837606837606837,0.010028653295128939,0.10741285391769019,0.43333333333333346,True,0.14423076923076936,0.4,0.358931552587646,0.11009174311926606,0.39221140472879,True,0.958357766450835,0.3342210386151798,0.6400282459588024,0.0,0.0,0.8444444444999999,0.28220140515222486,0.4764267990074438,0.9767441860465098,10.746562222079024,0.3670150987224158,0.6428571428571429,0.5759493670886077,0.23076923076923078,0.43333333333333346,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
945,3LN6L5A99HR625354,0.7789473684210526,0.09401709401709402,0.491404011461318,0.22021084898821483,0.16666666666666669,True,0.2724358974358975,0.19230769230769232,0.1736227045075126,0.1651376146788991,0.23226703755215575,False,0.916973874675535,0.36151797603195734,0.5919991679485006,0.08651506175090005,0.2233419264119991,0.638888889,0.2529274004683842,0.4392059553349874,0.9069767441860463,9.760482858119124,0.2276422764227642,0.4444444444444444,0.6202531645569621,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
946,1C6HJTFG1LL217508,0.8063157894736841,0.059829059829059825,0.028653295128939826,0.10741285391769019,0.43333333333333346,True,0.17307692307692332,0.33333333333333337,0.4540901502504173,0.08256880733944955,0.2878998609179416,True,0.958357766450835,0.521970705725699,0.6400282459588024,0.0,0.0,0.8444444444999999,0.5468384074941456,0.2034739454094292,0.9767441860465098,10.788824109088377,0.21602787456445993,0.7301587301587301,0.7341772151898736,0.23076923076923078,0.43333333333333346,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
947,SALCL2FX0LH859379,0.8021052631578948,0.09401709401709402,0.28796561604584525,0.0,0.16666666666666669,True,0.10576923076923103,0.22307692307692303,0.337228714524207,0.13761467889908258,0.23365785813630038,True,0.0018493990478259947,0.2756324900133156,1.0,6.0763493293229426e-05,0.0,0.5,0.20257611241217816,0.49627791563275414,0.9767441860465098,10.931766786358331,0.22648083623693377,0.19047619047619047,0.6202531645569621,0.3846153846153847,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
948,2C3CDZFJ2LH209606,0.6968421052631579,0.0341880341880342,0.0,0.16341832190716846,0.9000000000000002,True,0.19871794871794884,0.24358974358974358,0.1652754590984976,0.09174311926605505,0.5660639777468707,True,0.9105768402750724,0.3881491344873502,0.5404229230188136,1.5190873323307357e-05,0.0,0.661111111,0.2974238875878222,0.4913151364764268,0.9767441860465098,10.894421827406049,0.4657375145180023,0.6190476190476191,0.6962025316455697,0.23076923076923078,0.9000000000000002,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
949,YV4A22RLXM1685399,0.7999999999999999,0.08547008547008546,0.03724928366762178,0.22412543236469834,0.16666666666666669,True,0.1826923076923079,0.2512820512820513,0.2921535893155258,0.12844036697247707,0.33101529902642557,True,0.9197705268941988,0.299600532623169,0.5976812038471431,1.5190873323307357e-05,0.0,0.7884615385,0.259953161592506,0.4392059553349874,1.0,10.97942810193982,0.25667828106852497,0.31746031746031744,0.6455696202531647,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
950,7JRA22TKXLG063143,0.7410526315789474,0.09401709401709402,0.1174785100286533,0.22412543236469834,0.16666666666666669,True,0.20833333333333343,0.17692307692307693,0.14691151919866452,0.1743119266055046,0.33101529902642557,True,0.9197705268941988,0.31824234354194414,0.5976812038471431,9.114523993984414e-06,0.0,0.7884615385,0.26346604215456676,0.3647642679900742,0.9767441860465098,10.754492817711654,0.25667828106852497,0.31746031746031744,0.6455696202531647,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
951,5TDCZRAH6LS030715,0.8631578947368421,0.08547008547008546,0.0057306590257879654,0.9818769288125764,0.41666666666666674,True,0.14743589743589755,0.22820512820512814,0.33889816360601,0.13761467889908258,0.301808066759388,True,0.994488708824217,0.36817576564580556,0.05355784126428007,1.5190873323307357e-05,0.0,0.925,0.2529274004683842,0.25806451612903225,0.9767441860465098,10.436847363606699,0.2195121951219512,0.7142857142857143,0.759493670886076,0.46153846153846156,0.41666666666666674,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
952,JF2GTABC3JH247424,0.7684210526315789,0.14529914529914528,0.007163323782234957,0.10741285391769019,0.16666666666666669,True,0.2339743589743592,0.19487179487179493,0.26377295492487485,0.1834862385321101,0.10292072322670376,False,0.958357766450835,0.24101198402130497,0.6400282459588024,0.07988880280727338,0.03405983907507226,0.8444444444999999,0.1674473067915692,0.33250620347394544,0.9302325581395365,10.042945100762001,0.08246225319396051,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
953,JF1VA2M62H9824866,0.7452631578947368,0.059829059829059825,0.055873925501432664,0.1271307553696071,0.25,False,0.24038461538461536,0.17692307692307693,0.1719532554257096,0.09174311926605505,0.31571627260083446,False,0.9113354629443581,0.27496671105193093,0.5419939676266272,0.13423567120873778,0.1913131786579174,0.85465116275,0.1604215456674474,0.3449131513647643,0.9069767441860463,10.338511462885837,0.2508710801393728,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.25,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
954,YV4102RL9M1682208,0.7999999999999999,0.09401709401709402,0.045845272206303724,0.22412543236469834,0.16666666666666669,True,0.1826923076923079,0.2512820512820513,0.2921535893155258,0.13761467889908258,0.23922114047287898,True,0.9197705268941988,0.299600532623169,0.5976812038471431,9.114523993984414e-06,0.0,0.7884615385,0.259953161592506,0.4392059553349874,1.0,10.963185747705012,0.21370499419279904,0.20634920634920634,0.6202531645569621,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
955,5XXG14J2XMG006458,0.7999999999999999,0.09401709401709402,0.05300859598853868,0.22356620616805783,0.23333333333333336,True,0.1826923076923079,0.21538461538461537,0.2871452420701168,0.13761467889908258,0.2267037552155772,True,0.9169123647293765,0.31724367509986684,0.615340402121731,4.861079463458354e-05,0.0,0.661764706,0.23185011709601883,0.29032258064516125,1.0,10.15073817919357,0.20905923344947736,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
956,1VWBT7A33HC076157,0.8231578947368421,0.1111111111111111,0.0,0.13009258300366605,0.13333333333333336,True,0.21153846153846162,0.24358974358974358,0.1786310517529216,0.1926605504587156,0.12795549374130735,False,0.9121227902551842,0.3482023968042611,0.5521373322896197,0.010174846951951267,0.02288883680962425,0.9375,0.23185011709601883,0.16377171215880892,0.9069767441860463,9.79740455372797,0.12775842044134728,0.20634920634920634,0.708860759493671,0.23076923076923078,0.13333333333333336,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
957,1N4AL3AP0HC244823,0.76,0.14529914529914528,0.04154727793696275,0.11536629315879952,0.25,False,0.2948717948717949,0.23076923076923075,0.1669449081803005,0.23853211009174313,0.1446453407510431,False,0.9463674276130453,0.3482023968042611,0.6313847636043161,0.15645991888073646,0.05843293492695884,0.88636363625,0.218969555035129,0.15880893300248133,0.9069767441860463,9.61547209118311,0.12311265969802555,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.25,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
958,1G1ZE5ST6HF257307,0.8021052631578948,0.14529914529914528,0.04727793696275071,0.99254365071146,0.08333333333333336,False,0.19871794871794884,0.10256410256410256,0.1636060100166945,0.21100917431192662,0.1140472878998609,False,0.9926311084502365,0.3608521970705727,0.02311132520623359,0.21427030639991493,0.03195062885712054,1.0,0.24355971896955514,0.18362282878411906,0.9069767441860463,9.58107599956325,0.12775842044134728,0.36507936507936506,0.6455696202531647,0.23076923076923078,0.08333333333333336,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
959,YV4102RL4M1682200,0.7999999999999999,0.09401709401709402,0.045845272206303724,0.22412543236469834,0.16666666666666669,True,0.1826923076923079,0.2512820512820513,0.2921535893155258,0.13761467889908258,0.23922114047287898,True,0.9197705268941988,0.299600532623169,0.5976812038471431,9.114523993984414e-06,0.0,0.7884615385,0.259953161592506,0.4392059553349874,1.0,10.963185747705012,0.21370499419279904,0.20634920634920634,0.6202531645569621,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
960,ZAMFE39A380038970,0.7999999999999999,0.0170940170940171,0.6891117478510028,0.13848097595327355,0.5333333333333334,False,0.1826923076923079,0.3794871794871796,0.14691151919866452,0.045871559633027525,0.4478442280945758,False,0.9207628873588861,0.39480692410119844,0.5626693525872966,0.06799738716978838,0.09225841731114758,0.8358208954999999,0.351288056206089,0.22332506203473934,0.6976744186046488,10.03884852046658,0.30778164924506385,0.6428571428571429,0.8101265822784811,0.23076923076923078,0.5333333333333334,0.5555555555555556,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
961,1G1PC5SB1F7191731,0.743157894736842,0.13675213675213674,0.020057306590257878,0.9818769288125764,0.0666666666666667,True,0.20512820512820545,0.1692307692307692,0.1719532554257096,0.22935779816513763,0.08344923504867871,False,0.994488708824217,0.2756324900133156,0.05355784126428007,0.18727308632973308,0.010936645574564488,0.925,0.17681498829039824,0.12655086848635233,0.860465116279066,9.28637505825218,0.0859465737514518,0.2619047619047619,0.5443037974683546,0.23076923076923078,0.06666666666666667,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
962,WDD3G4EB1KW018507,0.7136842105263157,0.11965811965811965,0.07163323782234957,0.12663366541703777,0.16666666666666669,False,0.19230769230769224,0.11538461538461539,0.15191986644407351,0.2018348623853211,0.15299026425591097,False,0.9116717173166903,0.262982689747004,0.5532157148252972,0.009369730665815977,0.0,0.7828947367500001,0.1967213114754101,0.3176178660049629,0.9534883720930196,10.271596874100524,0.17073170731707316,0.16666666666666666,0.6582278481012659,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
